1	0	101915	0
1	0	139134	2
1	0	139521	0
1	0	142784	0
1	0	148319	0
1	0	149106	0
1	0	149134	0
1	0	149165	0
1	0	154694	0
1	0	156339	0
1	0	179073	1
1	0	263489	1
1	0	267163	1
1	0	267176	1
1	0	291596	1
1	0	327726	0
1	0	329124	0
1	0	333365	0
1	0	348301	1
1	0	349763	1
1	0	391004	0
1	0	40340	0
1	0	435774	1
1	0	470241	1
1	0	471037	0
1	0	473500	0
1	0	473975	1
1	0	475032	0
1	0	475041	0
1	0	480017	0
1	0	483544	1
1	0	488963	0
1	0	504957	1
1	0	505713	1
1	0	559409	1
1	0	573940	1
1	0	584810	1
1	0	587589	0
1	0	652369	1
1	0	694850	1
10	0	124351	0
10	0	16899	0
10	0	215199	0
10	0	229604	0
10	0	239139	0
10	0	239929	0
10	0	258781	0
10	0	263986	0
10	0	292067	0
10	0	293390	0
10	0	295476	0
10	0	297285	0
10	0	308456	0
10	0	320748	0
10	0	32380	0
10	0	324198	0
10	0	33077	0
10	0	38314	0
10	0	388315	0
10	0	398131	0
10	0	432055	0
10	0	446240	0
10	0	468679	0
10	0	471906	0
10	0	475034	0
10	0	475686	0
10	0	501796	0
10	0	511001	0
10	0	522173	0
10	0	557190	0
10	0	604188	0
10	0	642524	0
10	0	660011	0
10	0	682053	0
10	0	684917	0
10	0	709300	0
10	0	709665	0
10	0	711846	0
10	0	753076	0
10	0	90773	0
11	0	101441	0
11	0	105944	0
11	0	124351	0
11	0	128280	0
11	0	138367	0
11	0	18322	0
11	0	21227	0
11	0	229604	0
11	0	237981	0
11	0	258781	0
11	0	268696	0
11	0	280907	0
11	0	288080	0
11	0	297194	0
11	0	297285	0
11	0	301370	0
11	0	30202	0
11	0	320748	0
11	0	323713	0
11	0	329403	0
11	0	355936	0
11	0	363636	0
11	0	368570	0
11	0	379859	0
11	0	387931	0
11	0	402074	0
11	0	425005	0
11	0	43115	0
11	0	453755	0
11	0	494226	0
11	0	525777	0
11	0	58289	0
11	0	582986	0
11	0	596606	0
11	0	63893	0
11	0	688701	0
11	0	704044	0
11	0	716043	0
11	0	82378	0
11	0	9408	0
12	0	151546	0
12	0	154773	0
12	0	202721	0
12	0	2399	0
12	0	243960	1
12	0	275980	2
12	0	283902	0
12	0	327742	0
12	0	331267	0
12	0	347612	0
12	0	358145	1
12	0	359509	1
12	0	363601	1
12	0	415501	0
12	0	428799	1
12	0	447710	0
12	0	458923	2
12	0	462087	1
12	0	479992	0
12	0	480464	0
12	0	490541	1
12	0	498579	1
12	0	58275	0
12	0	587949	0
12	0	592114	1
12	0	619776	2
12	0	665027	0
12	0	78341	1
12	0	8368	2
12	0	85404	0
13	0	1115	0
13	0	1138	2
13	0	125849	0
13	0	128273	0
13	0	140787	0
13	0	145892	0
13	0	201439	0
13	0	20727	0
13	0	230998	1
13	0	2397	0
13	0	2450	2
13	0	257547	0
13	0	264742	0
13	0	268047	0
13	0	287007	0
13	0	300631	0
13	0	334764	0
13	0	338231	0
13	0	343121	0
13	0	343404	1
13	0	353148	0
13	0	441428	0
13	0	502187	0
13	0	523851	0
13	0	555767	0
13	0	563008	0
13	0	590165	0
13	0	603415	0
13	0	616198	0
13	0	6221	2
13	0	6224	0
13	0	644116	0
13	0	648976	0
13	0	663243	0
13	0	74267	0
13	0	751353	0
13	0	772329	0
13	0	787791	0
14	0	1390	0
14	0	145180	0
14	0	14566	0
14	0	148774	0
14	0	175848	0
14	0	178308	0
14	0	20278	0
14	0	247163	0
14	0	309724	0
14	0	330512	0
14	0	351112	1
14	0	365722	1
14	0	365846	0
14	0	40367	0
14	0	415507	0
14	0	429352	0
14	0	462227	0
14	0	472480	0
14	0	474023	0
14	0	47989	0
14	0	485575	1
14	0	492464	0
14	0	492993	0
14	0	510158	0
14	0	510510	1
14	0	536845	1
14	0	577165	0
14	0	577340	0
14	0	585976	0
14	0	60769	0
14	0	650281	0
14	0	657710	1
14	0	681918	0
14	0	6871	0
14	0	696538	0
14	0	697897	0
14	0	702103	0
14	0	71061	0
14	0	711108	1
14	0	78346	0
15	0	122217	0
15	0	143165	2
15	0	153112	0
15	0	155856	0
15	0	172697	0
15	0	17857	0
15	0	213409	0
15	0	233531	2
15	0	270223	0
15	0	299950	2
15	0	305587	0
15	0	330040	2
15	0	339179	0
15	0	343417	0
15	0	344742	2
15	0	344746	2
15	0	359489	0
15	0	360886	0
15	0	360918	2
15	0	360919	2
15	0	407767	0
15	0	416080	2
15	0	416955	0
15	0	420421	2
15	0	420428	2
15	0	448443	0
15	0	46363	0
15	0	501356	0
15	0	556940	0
15	0	572378	0
15	0	577144	0
15	0	583177	0
15	0	583802	0
15	0	591938	0
15	0	640989	0
15	0	670724	0
15	0	677442	0
15	0	684291	0
15	0	711098	2
15	0	747699	0
16	0	118916	0
16	0	121836	0
16	0	214940	0
16	0	225370	0
16	0	229335	0
16	0	246164	0
16	0	255173	0
16	0	272004	0
16	0	294242	0
16	0	295265	0
16	0	301267	0
16	0	333390	0
16	0	353312	0
16	0	402719	0
16	0	415296	0
16	0	415442	0
16	0	447825	0
16	0	465549	0
16	0	484809	0
16	0	572860	0
16	0	574220	0
16	0	581501	0
16	0	586890	0
16	0	592066	0
16	0	593310	0
16	0	604841	0
16	0	614068	0
16	0	622035	0
16	0	622653	0
16	0	632504	0
16	0	641282	0
16	0	674611	0
16	0	727415	0
16	0	732775	0
16	0	746354	0
16	0	75417	0
16	0	774252	0
16	0	776537	0
16	0	780114	0
16	0	788375	0
17	0	103996	2
17	0	121744	0
17	0	129506	0
17	0	130566	0
17	0	159505	0
17	0	162744	0
17	0	306725	0
17	0	307805	2
17	0	320401	2
17	0	321065	0
17	0	331636	2
17	0	333868	0
17	0	344901	2
17	0	351873	2
17	0	353847	0
17	0	362317	0
17	0	364979	0
17	0	390927	0
17	0	432523	0
17	0	454728	0
17	0	471524	0
17	0	500266	2
17	0	545432	2
17	0	595904	2
17	0	621076	2
17	0	647685	0
17	0	662432	2
17	0	673054	0
17	0	674107	2
17	0	687899	0
17	0	692413	2
17	0	720121	0
17	0	721625	2
17	0	751589	2
17	0	761972	2
17	0	776553	2
17	0	778659	2
17	0	782465	2
17	0	785526	2
17	0	91336	0
18	0	115859	1
18	0	120608	0
18	0	139920	1
18	0	154763	0
18	0	233582	1
18	0	266311	0
18	0	277421	1
18	0	300592	0
18	0	306725	0
18	0	333356	0
18	0	379071	1
18	0	416154	1
18	0	465143	0
18	0	481227	0
18	0	531979	0
18	0	535001	0
18	0	53857	0
18	0	53871	0
18	0	572378	0
18	0	593796	0
18	0	59841	1
18	0	65089	0
18	0	67414	0
18	0	67431	0
18	0	682912	2
18	0	68292	0
18	0	69025	0
18	0	700092	0
18	0	703055	1
18	0	709516	1
18	0	736528	0
19	0	106302	0
19	0	116590	0
19	0	125406	0
19	0	125843	0
19	0	126686	0
19	0	129810	0
19	0	132276	0
19	0	142995	0
19	0	181425	0
19	0	192271	0
19	0	201831	0
19	0	203048	0
19	0	205852	0
19	0	205869	0
19	0	233399	0
19	0	289095	0
19	0	297569	0
19	0	310532	0
19	0	321029	0
19	0	325831	0
19	0	327653	0
19	0	332541	0
19	0	346286	0
19	0	377861	0
19	0	394435	0
19	0	395498	0
19	0	481162	0
19	0	494243	0
19	0	557409	0
19	0	563367	0
19	0	577078	0
19	0	578912	0
19	0	584588	0
19	0	629741	0
19	0	633339	0
19	0	686506	0
19	0	688657	0
19	0	714499	0
19	0	7957	0
19	0	80675	0
2	0	242266	0
2	0	251101	0
2	0	267134	0
2	0	297949	0
2	0	340335	0
2	0	357446	0
2	0	360252	0
2	0	375572	0
2	0	379824	0
2	0	387450	0
2	0	498157	0
2	0	521743	0
2	0	548130	0
2	0	556914	0
2	0	568586	0
2	0	627763	0
2	0	643737	0
2	0	676888	0
2	0	676892	0
2	0	678926	0
2	0	681049	0
2	0	68624	0
2	0	712649	2
2	0	766388	0
2	0	81472	2
20	0	10931	0
20	0	124670	2
20	0	178155	2
20	0	180495	2
20	0	180500	2
20	0	185328	2
