11	0	684981	-1
11	0	750635	-1
11	0	378465	-1
11	0	378461	-1
11	0	704929	-1
11	0	11540	-1
11	0	504187	-1
11	0	741867	-1
11	0	11545	-1
11	0	130461	-1
11	0	470288	-1
11	0	188759	-1
11	0	623633	-1
11	0	511344	-1
11	0	581359	-1
11	0	19396	0
11	0	625494	0
11	0	729653	-1
11	0	727891	-1
11	0	245532	-1
11	0	245535	-1
11	0	355451	-1
11	0	308013	-1
11	0	127476	-1
11	0	246396	-1
11	0	339888	-1
11	0	580918	-1
11	0	43874	-1
11	0	616118	-1
11	0	449144	-1
11	0	707164	-1
11	0	449146	-1
11	0	147896	-1
11	0	631456	-1
11	0	7624	-1
11	0	420337	-1
11	0	235384	-1
11	0	458331	-1
11	0	647566	0
11	0	738809	-1
11	0	689430	-1
11	0	353880	-1
11	0	97157	-1
11	0	665071	-1
11	0	564121	-1
11	0	407714	0
11	0	763049	-1
11	0	325306	-1
11	0	780910	-1
11	0	501800	-1
11	0	682117	0
11	0	744768	-1
11	0	682113	-1
11	0	351736	-1
11	0	521382	-1
11	0	16259	-1
11	0	244766	-1
11	0	444815	-1
11	0	230194	-1
11	0	259048	-1
11	0	578971	-1
11	0	149844	-1
11	0	578977	-1
11	0	141519	-1
11	0	259047	-1
11	0	701865	-1
11	0	592323	-1
11	0	365065	-1
11	0	561860	-1
11	0	754644	-1
11	0	17256	0
11	0	386988	-1
11	0	472807	-1
11	0	362437	-1
11	0	741685	-1
11	0	362433	-1
11	0	367402	-1
11	0	549753	-1
11	0	168889	-1
11	0	149140	0
11	0	441367	0
11	0	50211	-1
11	0	463000	-1
11	0	661362	-1
11	0	19398	-1
11	0	353263	-1
11	0	491724	-1
11	0	255105	-1
11	0	250303	-1
11	0	633325	-1
11	0	327887	-1
11	0	555363	-1
11	0	677021	-1
11	0	646967	0
11	0	315387	-1
11	0	713997	-1
11	0	656638	-1
11	0	79231	-1
11	0	717699	-1
11	0	325566	-1
11	0	139938	-1
11	0	135968	-1
11	0	598204	-1
11	0	408602	0
11	0	387588	-1
11	0	160256	-1
11	0	302087	-1
11	0	302086	-1
11	0	408609	0
11	0	135964	-1
11	0	455317	2
11	0	719750	-1
11	0	125543	-1
11	0	683607	-1
11	0	249507	-1
11	0	63812	0
11	0	708384	-1
11	0	208555	-1
11	0	481699	-1
11	0	438133	-1
11	0	727778	-1
11	0	321109	-1
11	0	269819	-1
11	0	606180	-1
11	0	324556	-1
11	0	401050	-1
11	0	483163	-1
11	0	38640	-1
11	0	487697	-1
11	0	38643	-1
11	0	294039	-1
11	0	487699	-1
11	0	580223	-1
11	0	212107	-1
11	0	332194	-1
11	0	371338	-1
11	0	332197	-1
11	0	559849	-1
11	0	268632	-1
11	0	589406	-1
11	0	146477	0
11	0	587137	2
11	0	148633	-1
11	0	483169	-1
11	0	360872	-1
11	0	360873	-1
11	0	226239	-1
11	0	360876	-1
11	0	280307	-1
11	0	584118	-1
11	0	422547	0
11	0	264996	-1
11	0	398716	-1
11	0	398717	-1
11	0	79397	-1
11	0	91066	-1
11	0	390267	-1
11	0	175087	-1
11	0	175086	-1
11	0	379032	-1
11	0	183221	0
11	0	143173	-1
11	0	601326	-1
11	0	347718	-1
11	0	133520	-1
11	0	620540	-1
11	0	718403	-1
11	0	29762	-1
11	0	640475	-1
11	0	433661	-1
11	0	382630	-1
11	0	652394	-1
11	0	724115	-1
11	0	1171	-1
11	0	433667	-1
11	0	434365	0
11	0	23056	-1
11	0	375034	-1
11	0	700928	-1
11	0	351138	-1
11	0	351134	-1
11	0	664683	-1
11	0	175888	-1
11	0	296552	-1
11	0	495894	-1
11	0	359101	-1
11	0	517751	-1
11	0	471752	-1
11	0	774561	-1
11	0	464566	-1
11	0	366430	0
11	0	76887	-1
11	0	296080	-1
11	0	764339	-1
11	0	405921	-1
11	0	405924	-1
11	0	87570	-1
11	0	8016	-1
11	0	778615	-1
11	0	8011	-1
11	0	334349	-1
11	0	534595	-1
11	0	177810	-1
11	0	184195	-1
11	0	624	-1
11	0	334343	-1
11	0	590203	-1
11	0	746437	-1
11	0	577344	-1
11	0	35930	-1
11	0	288680	-1
11	0	209458	-1
11	0	374924	-1
11	0	127804	-1
11	0	223208	-1
11	0	680722	-1
11	0	625806	-1
11	0	653917	-1
11	0	131473	-1
11	0	74666	-1
11	0	131477	-1
11	0	60902	-1
11	0	50674	0
11	0	180283	-1
11	0	154716	-1
11	0	126463	-1
11	0	384426	-1
11	0	642304	-1
11	0	182593	-1
11	0	463928	-1
11	0	204214	-1
11	0	463926	-1
11	0	423106	-1
11	0	387137	-1
11	0	463922	-1
11	0	489572	-1
11	0	209445	-1
11	0	414826	-1
11	0	669179	-1
11	0	645823	-1
11	0	653705	-1
11	0	464591	-1
11	0	43461	-1
